# ----------------------------------------
# redballoon.com.au (Office Excluded)
# New Custom Report
# 20171211-20171211
# ----------------------------------------

Minute Index,Device Category,Region,Sessions,Revenue
001257,desktop,Queensland,2,A$0.00
001257,desktop,South Australia,2,A$0.00
001257,desktop,Victoria,5,A$0.00
001257,desktop,Western Australia,2,A$0.00
001257,desktop,England,1,A$0.00
001257,desktop,County Dublin,1,A$0.00
001257,mobile,Australian Capital Territory,1,A$0.00
001257,mobile,New South Wales,18,A$175.00
001257,mobile,Queensland,6,A$0.00
001257,mobile,South Australia,4,A$0.00
001257,mobile,Victoria,8,A$0.00
001257,mobile,Western Australia,3,A$0.00
001257,mobile,Auckland,1,A$0.00
001257,tablet,New South Wales,4,A$229.00
001257,tablet,Queensland,6,A$0.00
001257,tablet,Victoria,2,A$0.00
001257,tablet,Western Australia,1,A$0.00
001258,desktop,Australian Capital Territory,0,A$99.00
001258,desktop,New South Wales,10,A$195.00
001258,desktop,Queensland,1,A$0.00
001258,desktop,South Australia,3,A$0.00
001258,desktop,Victoria,5,A$90.00
001258,desktop,Western Australia,1,A$0.00
001258,desktop,England,1,A$0.00
001258,desktop,Auckland,1,A$0.00
001258,desktop,Wellington,1,A$0.00
001258,mobile,Australian Capital Territory,2,A$0.00
001258,mobile,New South Wales,21,A$0.00
001258,mobile,Queensland,11,A$0.00
001258,mobile,South Australia,1,A$0.00
001258,mobile,Victoria,28,A$0.00
001258,mobile,Western Australia,1,A$0.00
001258,mobile,County Waterford,1,A$0.00
001258,mobile,Auckland,1,A$0.00
001258,tablet,New South Wales,4,A$0.00
001258,tablet,Queensland,1,A$0.00
001258,tablet,Victoria,7,A$0.00
001259,desktop,New South Wales,5,A$0.00
001259,desktop,Queensland,2,A$398.00
001259,desktop,South Australia,3,A$0.00
001259,desktop,Tasmania,1,A$0.00
001259,desktop,Victoria,12,A$40.00
001259,desktop,Western Australia,1,A$0.00
001259,desktop,Vaud,0,A$169.00
001259,mobile,Australian Capital Territory,1,A$0.00
001259,mobile,New South Wales,16,A$311.00
001259,mobile,Queensland,2,A$0.00
001259,mobile,South Australia,3,A$0.00
001259,mobile,Victoria,18,A$149.00
001259,mobile,Western Australia,2,A$0.00
001259,mobile,Waikato,1,A$0.00
001259,tablet,New South Wales,7,A$0.00
001259,tablet,Queensland,2,A$0.00
001259,tablet,Victoria,5,A$0.00
001260,desktop,New South Wales,3,A$324.00
001260,desktop,Queensland,1,A$0.00
001260,desktop,South Australia,1,A$0.00
001260,desktop,Victoria,6,A$0.00
001260,desktop,Western Australia,1,A$0.00
001260,desktop,England,1,A$0.00
001260,mobile,New South Wales,16,A$148.00
001260,mobile,Queensland,8,A$0.00
001260,mobile,South Australia,6,A$0.00
001260,mobile,Victoria,18,A$340.00
001260,mobile,Western Australia,2,A$0.00
001260,mobile,England,1,A$0.00
001260,tablet,New South Wales,6,A$570.00
001260,tablet,Queensland,2,A$0.00
001260,tablet,Victoria,6,A$0.00
001260,tablet,Auckland,1,A$0.00
001261,desktop,(not set),1,A$0.00
001261,desktop,Australian Capital Territory,1,A$0.00
001261,desktop,New South Wales,4,A$39.20
001261,desktop,South Australia,1,A$0.00
001261,desktop,Victoria,8,A$0.00
001261,desktop,Western Australia,4,A$0.00
001261,desktop,England,1,A$0.00
001261,mobile,Australian Capital Territory,1,A$0.00
001261,mobile,New South Wales,14,A$0.00
001261,mobile,Queensland,7,A$0.00
001261,mobile,South Australia,5,A$0.00
001261,mobile,Victoria,22,A$179.00
001261,mobile,Western Australia,8,A$0.00
001261,mobile,Auckland,1,A$0.00
001261,tablet,New South Wales,7,A$0.00
001261,tablet,Queensland,2,A$0.00
001261,tablet,Victoria,1,A$74.00
001261,tablet,Western Australia,1,A$0.00
001262,desktop,Australian Capital Territory,0,A$101.31
001262,desktop,New South Wales,10,A$64.84
001262,desktop,Queensland,4,A$50.00
001262,desktop,South Australia,2,A$0.00
001262,desktop,Victoria,8,A$208.00
001262,desktop,Western Australia,2,A$0.00
001262,desktop,California,1,A$0.00
001262,desktop,Seoul,1,A$0.00
001262,mobile,Australian Capital Territory,2,A$0.00
001262,mobile,New South Wales,20,A$0.00
001262,mobile,Queensland,5,A$0.00
001262,mobile,South Australia,1,A$0.00
001262,mobile,Tasmania,1,A$0.00
001262,mobile,Victoria,15,A$0.00
001262,mobile,Western Australia,4,A$0.00
001262,tablet,New South Wales,6,A$0.00
001262,tablet,Queensland,2,A$0.00
001262,tablet,Victoria,4,A$0.00
001262,tablet,Western Australia,2,A$0.00
001263,desktop,New South Wales,7,A$100.00
001263,desktop,Queensland,5,A$0.00
001263,desktop,Victoria,5,A$0.00
001263,desktop,Western Australia,0,A$645.67
001263,desktop,Ile-de-France,1,A$0.00
001263,desktop,England,1,A$0.00
001263,desktop,Bay Of Plenty,1,A$0.00
001263,desktop,Oregon,1,A$0.00
001263,mobile,(not set),1,A$0.00
001263,mobile,New South Wales,13,A$0.00
001263,mobile,Queensland,8,A$0.00
001263,mobile,South Australia,3,A$0.00
001263,mobile,Tasmania,1,A$0.00
001263,mobile,Victoria,17,A$66.00
001263,mobile,Western Australia,2,A$0.00
001263,mobile,Auckland,1,A$0.00
001263,tablet,New South Wales,3,A$101.31
001263,tablet,Queensland,1,A$0.00
001263,tablet,Victoria,3,A$0.00
001264,desktop,New South Wales,10,A$39.20
001264,desktop,Queensland,2,A$0.00
001264,desktop,Victoria,2,A$539.95
001264,desktop,Western Australia,2,A$0.00
001264,desktop,England,1,A$304.00
001264,desktop,Auckland,1,A$0.00
001264,mobile,New South Wales,25,A$0.00
001264,mobile,Queensland,8,A$0.00
001264,mobile,South Australia,3,A$0.00
001264,mobile,Tasmania,2,A$0.00
001264,mobile,Victoria,15,A$0.00
001264,mobile,Western Australia,6,A$226.00
001264,mobile,Auckland,1,A$0.00
001264,tablet,New South Wales,3,A$0.00
001264,tablet,Queensland,3,A$0.00
001264,tablet,South Australia,1,A$0.00
001264,tablet,Victoria,4,A$522.00
001264,tablet,Western Australia,2,A$0.00
001264,tablet,Nelson,1,A$0.00
001265,desktop,New South Wales,10,A$0.00
001265,desktop,Queensland,5,A$0.00
001265,desktop,Victoria,13,A$205.00
001265,desktop,Western Australia,2,A$0.00
001265,mobile,Australian Capital Territory,2,A$0.00
001265,mobile,New South Wales,16,A$308.00
001265,mobile,Queensland,7,A$0.00
001265,mobile,South Australia,2,A$199.00
001265,mobile,Victoria,23,A$158.00
001265,mobile,Western Australia,2,A$0.00
001265,mobile,Shandong,1,A$0.00
001265,mobile,Auckland,1,A$0.00
001265,tablet,New South Wales,1,A$0.00
001265,tablet,Queensland,1,A$0.00
001265,tablet,Victoria,5,A$0.00
001265,tablet,Auckland,1,A$0.00
001266,desktop,New South Wales,7,A$0.00
001266,desktop,Queensland,6,A$0.00
001266,desktop,Victoria,7,A$205.00
001266,desktop,England,1,A$0.00
001266,mobile,New South Wales,17,A$0.00
001266,mobile,Queensland,8,A$0.00
001266,mobile,South Australia,3,A$0.00
001266,mobile,Victoria,11,A$0.00
001266,mobile,Western Australia,3,A$0.00
001266,mobile,England,1,A$0.00
001266,tablet,New South Wales,8,A$0.00
001266,tablet,South Australia,1,A$0.00
001266,tablet,Victoria,4,A$0.00
001267,desktop,New South Wales,7,A$369.00
001267,desktop,Queensland,5,A$0.00
001267,desktop,Victoria,8,A$86.00
001267,desktop,Western Australia,4,A$0.00
001267,desktop,Special Region of Yogyakarta,1,A$0.00
001267,desktop,South Holland,0,A$108.00
001267,desktop,Metro Manila,1,A$0.00
001267,desktop,Northland,1,A$0.00
001267,mobile,New South Wales,17,A$0.00
001267,mobile,Queensland,12,A$0.00
001267,mobile,South Australia,2,A$0.00
001267,mobile,Victoria,13,A$0.00
001267,mobile,Western Australia,4,A$0.00
001267,tablet,New South Wales,3,A$0.00
001267,tablet,Queensland,5,A$0.00
001267,tablet,Victoria,2,A$0.00
001267,tablet,Western Australia,1,A$0.00
001268,desktop,(not set),1,A$0.00
001268,desktop,Australian Capital Territory,1,A$0.00
001268,desktop,New South Wales,8,A$240.00
001268,desktop,Queensland,2,A$0.00
001268,desktop,South Australia,1,A$0.00
001268,desktop,Victoria,13,A$68.00
001268,desktop,Western Australia,1,A$0.00
001268,desktop,England,1,A$0.00
001268,desktop,Hauts-de-France,1,A$0.00
001268,mobile,(not set),1,A$0.00
001268,mobile,New South Wales,17,A$0.00
001268,mobile,Queensland,7,A$0.00
001268,mobile,South Australia,1,A$0.00
001268,mobile,Victoria,10,A$386.00
001268,mobile,Western Australia,5,A$0.00
001268,mobile,England,1,A$0.00
001268,tablet,New South Wales,4,A$0.00
001268,tablet,Queensland,3,A$0.00
001268,tablet,Victoria,3,A$0.00
001269,desktop,Australian Capital Territory,1,A$0.00
001269,desktop,New South Wales,9,A$0.00
001269,desktop,Queensland,4,A$0.00
001269,desktop,South Australia,1,A$0.00
001269,desktop,Victoria,8,A$0.00
001269,desktop,Western Australia,2,A$0.00
001269,desktop,England,3,A$0.00
001269,mobile,Australian Capital Territory,2,A$0.00
001269,mobile,New South Wales,12,A$0.00
001269,mobile,Queensland,12,A$0.00
001269,mobile,South Australia,4,A$0.00
001269,mobile,Victoria,19,A$0.00
001269,mobile,Western Australia,9,A$0.00
001269,mobile,Auckland,1,A$0.00
001269,tablet,New South Wales,3,A$0.00
001269,tablet,South Australia,1,A$0.00
001269,tablet,Victoria,5,A$0.00
001270,desktop,New South Wales,8,A$0.00
001270,desktop,Queensland,6,A$0.00
001270,desktop,Victoria,7,A$0.00
001270,desktop,Western Australia,1,A$180.00
001270,desktop,Auckland,1,A$0.00
001270,desktop,Chiang Mai,1,A$0.00
001270,desktop,Calabarzon,1,A$0.00
001270,mobile,(not set),1,A$0.00
001270,mobile,New South Wales,11,A$0.00
001270,mobile,Queensland,3,A$0.00
001270,mobile,South Australia,2,A$0.00
001270,mobile,Victoria,18,A$175.06
001270,mobile,Western Australia,6,A$0.00
001270,mobile,England,1,A$0.00
001270,mobile,Manawatu-Wanganui,1,A$0.00
001270,tablet,Australian Capital Territory,1,A$0.00
001270,tablet,New South Wales,2,A$0.00
001270,tablet,Queensland,1,A$0.00
001270,tablet,Victoria,3,A$0.00
001271,desktop,New South Wales,8,A$108.00
001271,desktop,Queensland,1,A$142.00
001271,desktop,Victoria,9,A$0.00
001271,desktop,Western Australia,6,A$0.00
001271,desktop,Waikato,1,A$0.00
001271,desktop,Cairo Governorate,1,A$0.00
001271,mobile,New South Wales,18,A$0.00
001271,mobile,Queensland,5,A$158.04
001271,mobile,Victoria,10,A$0.00
001271,mobile,Western Australia,4,A$0.00
001271,mobile,Wales,1,A$0.00
001271,mobile,Wellington,1,A$0.00
001271,tablet,New South Wales,1,A$0.00
001271,tablet,Victoria,5,A$0.00
001272,desktop,New South Wales,9,A$93.00
001272,desktop,Queensland,1,A$0.00
001272,desktop,Victoria,8,A$150.00
001272,desktop,Western Australia,2,A$0.00
001272,desktop,Attica,1,A$0.00
001272,mobile,New South Wales,19,A$0.00
001272,mobile,Queensland,7,A$0.00
001272,mobile,South Australia,4,A$0.00
001272,mobile,Victoria,13,A$0.00
001272,mobile,Western Australia,2,A$0.00
001272,tablet,Queensland,2,A$0.00
001272,tablet,South Australia,2,A$0.00
001272,tablet,Victoria,6,A$0.00
001272,tablet,Western Australia,1,A$0.00
001273,desktop,New South Wales,13,A$0.00
001273,desktop,Queensland,5,A$0.00
001273,desktop,Victoria,6,A$0.00
001273,desktop,Western Australia,1,A$0.00
001273,desktop,Attica,1,A$0.00
001273,desktop,County Dublin,0,A$260.00
001273,mobile,(not set),1,A$0.00
001273,mobile,New South Wales,15,A$0.00
001273,mobile,Queensland,1,A$0.00
001273,mobile,South Australia,1,A$0.00
001273,mobile,Victoria,22,A$0.00
001273,mobile,Western Australia,2,A$0.00
001273,tablet,New South Wales,7,A$269.95
001273,tablet,Queensland,1,A$0.00
001273,tablet,South Australia,1,A$0.00
001273,tablet,Victoria,7,A$0.00
001274,desktop,New South Wales,7,A$84.00
001274,desktop,Queensland,3,A$124.00
001274,desktop,Victoria,10,A$179.00
001274,desktop,England,1,A$0.00
001274,desktop,Puducherry,1,A$0.00
001274,mobile,Australian Capital Territory,1,A$0.00
001274,mobile,New South Wales,20,A$0.00
001274,mobile,Northern Territory,1,A$0.00
001274,mobile,Queensland,9,A$0.00
001274,mobile,South Australia,1,A$0.00
001274,mobile,Victoria,12,A$197.00
001274,mobile,Western Australia,4,A$0.00
001274,mobile,Auckland,2,A$0.00
001274,mobile,Hawke's Bay,1,A$0.00
001274,mobile,Wellington,1,A$0.00
001274,mobile,County Dublin,1,A$0.00
001274,tablet,(not set),2,A$0.00
001274,tablet,New South Wales,2,A$0.00
001274,tablet,Queensland,1,A$0.00
001274,tablet,South Australia,1,A$0.00
001274,tablet,Victoria,3,A$0.00
001275,desktop,New South Wales,7,A$0.00
001275,desktop,Queensland,7,A$389.00
001275,desktop,South Australia,1,A$0.00
001275,desktop,Victoria,6,A$50.00
001275,mobile,(not set),1,A$0.00
001275,mobile,New South Wales,21,A$0.00
001275,mobile,Queensland,8,A$0.00
001275,mobile,South Australia,1,A$0.00
001275,mobile,Victoria,18,A$0.00
001275,mobile,Western Australia,3,A$0.00
001275,mobile,Auckland,1,A$0.00
001275,tablet,New South Wales,3,A$0.00
001275,tablet,Victoria,2,A$0.00
001275,tablet,Western Australia,1,A$0.00
001276,desktop,New South Wales,7,A$0.00
001276,desktop,Queensland,3,A$175.00
001276,desktop,Tasmania,1,A$0.00
001276,desktop,Victoria,7,A$0.00
001276,desktop,England,1,A$0.00
001276,desktop,Maharashtra,1,A$0.00
001276,mobile,New South Wales,16,A$91.18
001276,mobile,Queensland,1,A$0.00
001276,mobile,South Australia,1,A$0.00
001276,mobile,Victoria,14,A$296.00
001276,mobile,Western Australia,2,A$0.00
001276,mobile,Auckland,1,A$0.00
001276,mobile,Hawke's Bay,1,A$0.00
001276,mobile,Waikato,1,A$0.00
001276,tablet,New South Wales,3,A$0.00
001276,tablet,Queensland,4,A$0.00
001276,tablet,South Australia,2,A$0.00
001276,tablet,Victoria,2,A$0.00
001276,tablet,Western Australia,1,A$0.00
001277,desktop,New South Wales,8,A$245.00
001277,desktop,Queensland,3,A$0.00
001277,desktop,Victoria,6,A$144.00
001277,desktop,Karnataka,1,A$0.00
001277,mobile,New South Wales,18,A$0.00
001277,mobile,Queensland,5,A$0.00
001277,mobile,South Australia,1,A$0.00
001277,mobile,Victoria,11,A$0.00
001277,mobile,Western Australia,2,A$0.00
001277,tablet,New South Wales,5,A$0.00
001277,tablet,Queensland,1,A$0.00
001277,tablet,Victoria,1,A$0.00
001278,desktop,New South Wales,8,A$0.00
001278,desktop,Queensland,2,A$0.00
001278,desktop,Victoria,10,A$0.00
001278,desktop,England,1,A$0.00
001278,desktop,Auckland,1,A$0.00
001278,mobile,New South Wales,13,A$0.00
001278,mobile,Queensland,6,A$0.00
001278,mobile,South Australia,2,A$0.00
001278,mobile,Tasmania,1,A$0.00
001278,mobile,Victoria,16,A$391.00
001278,mobile,Western Australia,3,A$0.00
001278,mobile,Manawatu-Wanganui,1,A$0.00
001278,tablet,Australian Capital Territory,1,A$0.00
001278,tablet,New South Wales,7,A$0.00
001278,tablet,Victoria,3,A$0.00
001278,tablet,Western Australia,1,A$0.00
001279,desktop,New South Wales,11,A$0.00
001279,desktop,Queensland,3,A$0.00
001279,desktop,South Australia,1,A$0.00
001279,desktop,Victoria,10,A$0.00
001279,desktop,Western Australia,1,A$0.00
001279,desktop,Scotland,1,A$0.00
001279,mobile,Australian Capital Territory,2,A$0.00
001279,mobile,New South Wales,22,A$0.00
001279,mobile,Queensland,6,A$0.00
001279,mobile,Victoria,12,A$0.00
001279,mobile,Western Australia,1,A$0.00
001279,mobile,Auckland,1,A$0.00
001279,tablet,New South Wales,7,A$0.00
001279,tablet,Queensland,1,A$0.00
001279,tablet,Victoria,3,A$0.00
001280,desktop,Australian Capital Territory,1,A$0.00
001280,desktop,New South Wales,5,A$148.00
001280,desktop,Queensland,6,A$0.00
001280,desktop,Victoria,1,A$481.00
001280,desktop,Bali,1,A$0.00
001280,mobile,New South Wales,20,A$0.00
001280,mobile,Queensland,5,A$0.00
001280,mobile,South Australia,1,A$0.00
001280,mobile,Victoria,13,A$0.00
001280,mobile,Western Australia,2,A$0.00
001280,mobile,Auckland,1,A$0.00
001280,mobile,Hawke's Bay,1,A$0.00
001280,mobile,Central Region,1,A$0.00
001280,tablet,New South Wales,4,A$0.00
001280,tablet,Victoria,5,A$0.00
001281,desktop,Australian Capital Territory,1,A$0.00
001281,desktop,New South Wales,4,A$0.00
001281,desktop,Queensland,1,A$0.00
001281,desktop,South Australia,2,A$0.00
001281,desktop,Tasmania,1,A$0.00
001281,desktop,Victoria,6,A$574.00
001281,desktop,Western Australia,4,A$0.00
001281,desktop,England,1,A$0.00
001281,desktop,Beirut Governorate,1,A$0.00
001281,mobile,New South Wales,17,A$63.00
001281,mobile,Queensland,6,A$0.00
001281,mobile,South Australia,4,A$0.00
001281,mobile,Victoria,15,A$0.00
001281,mobile,Western Australia,11,A$0.00
001281,mobile,England,1,A$0.00
001281,mobile,Masovian Voivodeship,1,A$0.00
001281,tablet,New South Wales,5,A$0.00
001281,tablet,Queensland,1,A$0.00
001281,tablet,Tasmania,1,A$0.00
001281,tablet,Victoria,6,A$0.00
001282,desktop,New South Wales,10,A$159.00
001282,desktop,Queensland,3,A$55.00
001282,desktop,South Australia,3,A$0.00
001282,desktop,Tasmania,1,A$0.00
001282,desktop,Victoria,8,A$0.00
001282,desktop,Western Australia,2,A$0.00
001282,desktop,England,1,A$0.00
001282,desktop,Negeri Sembilan,1,A$0.00
001282,desktop,Hauts-de-France,0,A$163.95
001282,mobile,Australian Capital Territory,1,A$0.00
001282,mobile,New South Wales,14,A$0.00
001282,mobile,Queensland,6,A$0.00
001282,mobile,South Australia,5,A$0.00
001282,mobile,Victoria,24,A$0.00
001282,mobile,Auckland,1,A$0.00
001282,mobile,Waikato,1,A$0.00
001282,mobile,Wellington,1,A$0.00
001282,tablet,New South Wales,4,A$0.00
001282,tablet,Queensland,2,A$0.00
001282,tablet,South Australia,2,A$0.00
001282,tablet,Tasmania,1,A$0.00
001282,tablet,Victoria,3,A$0.00
001282,tablet,England,1,A$0.00
001283,desktop,New South Wales,15,A$677.85
001283,desktop,South Australia,1,A$0.00
001283,desktop,Victoria,10,A$171.00
001283,desktop,Western Australia,2,A$0.00
001283,desktop,Tamil Nadu,1,A$0.00
001283,mobile,New South Wales,9,A$0.00
001283,mobile,Queensland,8,A$0.00
001283,mobile,South Australia,4,A$71.00
001283,mobile,Victoria,14,A$107.39
001283,mobile,Western Australia,2,A$0.00
001283,tablet,New South Wales,6,A$0.00
001283,tablet,Queensland,4,A$0.00
001283,tablet,South Australia,2,A$0.00
001283,tablet,Victoria,6,A$0.00
001284,desktop,New South Wales,7,A$0.00
001284,desktop,Queensland,1,A$0.00
001284,desktop,South Australia,2,A$0.00
001284,desktop,Victoria,7,A$150.95
001284,mobile,New South Wales,12,A$0.00
001284,mobile,Queensland,4,A$0.00
001284,mobile,South Australia,3,A$0.00
001284,mobile,Victoria,12,A$334.00
001284,mobile,Western Australia,3,A$0.00
001284,mobile,Otago,1,A$0.00
001284,tablet,New South Wales,4,A$0.00
001284,tablet,Queensland,2,A$0.00
001284,tablet,South Australia,1,A$0.00
001284,tablet,Victoria,2,A$0.00
001284,tablet,Western Australia,1,A$0.00
001285,desktop,Australian Capital Territory,1,A$0.00
001285,desktop,New South Wales,9,A$0.00
001285,desktop,Queensland,5,A$0.00
001285,desktop,Victoria,7,A$219.00
001285,desktop,Western Australia,3,A$0.00
001285,mobile,New South Wales,20,A$0.00
001285,mobile,Queensland,3,A$0.00
001285,mobile,South Australia,2,A$0.00
001285,mobile,Victoria,17,A$0.00
001285,mobile,Western Australia,5,A$0.00
001285,tablet,New South Wales,4,A$0.00
001285,tablet,Queensland,1,A$0.00
001285,tablet,South Australia,1,A$94.00
001285,tablet,Victoria,4,A$0.00
001285,tablet,Western Australia,1,A$0.00
001286,desktop,Australian Capital Territory,2,A$0.00
001286,desktop,New South Wales,12,A$0.00
001286,desktop,Queensland,3,A$0.00
001286,desktop,South Australia,2,A$0.00
001286,desktop,Victoria,10,A$0.00
001286,desktop,Western Australia,3,A$0.00
001286,mobile,New South Wales,16,A$330.00
001286,mobile,Queensland,7,A$0.00
001286,mobile,South Australia,2,A$0.00
001286,mobile,Victoria,18,A$0.00
001286,mobile,Western Australia,1,A$80.00
001286,tablet,New South Wales,2,A$0.00
001286,tablet,Queensland,3,A$0.00
001286,tablet,Victoria,4,A$0.00
001286,tablet,Western Australia,1,A$0.00
001287,desktop,Australian Capital Territory,3,A$0.00
001287,desktop,New South Wales,5,A$149.00
001287,desktop,Queensland,2,A$108.00
001287,desktop,Victoria,9,A$255.00
001287,desktop,Western Australia,4,A$0.00
001287,mobile,Australian Capital Territory,1,A$0.00
001287,mobile,New South Wales,8,A$0.00
001287,mobile,Queensland,11,A$339.00
001287,mobile,South Australia,2,A$0.00
001287,mobile,Victoria,10,A$0.00
001287,mobile,Western Australia,5,A$0.00
001287,tablet,New South Wales,2,A$125.00
001287,tablet,Victoria,3,A$0.00
001288,desktop,Australian Capital Territory,1,A$0.00
001288,desktop,New South Wales,6,A$160.00
001288,desktop,Queensland,1,A$0.00
001288,desktop,Victoria,6,A$67.00
001288,desktop,Western Australia,2,A$167.00
001288,desktop,England,1,A$0.00
001288,desktop,Odessa Oblast,1,A$0.00
001288,mobile,Australian Capital Territory,2,A$0.00
001288,mobile,New South Wales,16,A$0.00
001288,mobile,Queensland,12,A$0.00
001288,mobile,Tasmania,1,A$0.00
001288,mobile,Victoria,19,A$0.00
001288,mobile,Western Australia,1,A$0.00
001288,mobile,Auckland,1,A$0.00
001288,tablet,New South Wales,6,A$0.00
001288,tablet,Queensland,3,A$0.00
001288,tablet,Victoria,2,A$0.00
001289,desktop,(not set),1,A$0.00
001289,desktop,New South Wales,4,A$0.00
001289,desktop,Queensland,1,A$0.00
001289,desktop,Victoria,3,A$0.00
001289,desktop,Western Australia,2,A$64.00
001289,mobile,Australian Capital Territory,1,A$0.00
001289,mobile,New South Wales,11,A$0.00
001289,mobile,Queensland,11,A$0.00
001289,mobile,Victoria,14,A$86.00
001289,mobile,Western Australia,1,A$301.00
001289,tablet,New South Wales,7,A$0.00
001289,tablet,Queensland,5,A$0.00
001289,tablet,Victoria,1,A$0.00
001290,desktop,(not set),1,A$0.00
001290,desktop,Australian Capital Territory,1,A$0.00
001290,desktop,New South Wales,3,A$0.00
001290,desktop,Queensland,3,A$0.00
001290,desktop,South Australia,1,A$0.00
001290,desktop,Victoria,7,A$0.00
001290,desktop,County Dublin,1,A$0.00
001290,mobile,New South Wales,13,A$0.00
001290,mobile,Queensland,2,A$0.00
001290,mobile,South Australia,5,A$0.00
001290,mobile,Victoria,15,A$0.00
001290,mobile,Western Australia,1,A$0.00
001290,mobile,Auckland,1,A$0.00
